Titulo,Autor,Editor,TituloBusqueda,cluster id,confidence
el hombrecito vestido de gris,fernando alonso alonso,,el hombrecito vestido de gris,639,1
caramelos de menta,carmen vazquez-vigo lopez,,caramelos de menta,640,1
coloquialismos del espanol,huaizu wang,editorial de ensenanza e invest. lenguas extranj.,coloquialismos del espanol,641,1
resucito,"gabarain azurmendi, cesareo",ocp,resucito,642,1
da velazquez a murillo. el siglo de oro in andalusia,pedro antonio galera andreu,electa,da velazquez a murillo. el siglo de oro in andalusia,643,1
france europe express 2,francois stanislas makowski,ewa,france europe express 2,644,1
el sastre de panama,,planeta-de agostini,el sastre de panama,645,1
,jose luis alonso de santos,,,646,1
biblioteca del espacio,"tibidabo ediciones, s.a.",tibidabo edicions,biblioteca del espacio,647,1
arquitectura y arquitectos en jaen a fines del siglo xvi,pedro antonio galera andreu,consejo superior de investigaciones cientificas,arquitectura y arquitectos en jaen a fines del siglo xvi,648,1
"coleccion bisonte, serie azul",antonio vera ramirez,,"coleccion bisonte, serie azul",649,1
,antonio vera ramirez,,,650,1
jamas estuve enamorado,antonino gonzalez morales,"editorial andina, s.a.",jamas estuve enamorado,651,1
la mascota feroz,,"planeta, s.a.",la mascota feroz,652,1
la gestacio de costums de tortosa,jesus massip fonollosa,,la gestacio de costums de tortosa,653,1
on para ara,andreu sotorra agramunt,,on para ara,654,1
curiosidades historicas de sevilla,jose maria mena calvo,castillejo,curiosidades historicas de sevilla,655,1
las estaciones provinciales,luis mateo diez,alfaguara,las estaciones provinciales,656,1
,jose maria esteban bermudez,"pearson educacion, s.a.",,657,1
twiggy in the stone age. libro del profesor,paul neal hench,"pearson educacion, s.a.",twiggy in the stone age. libro del profesor,658,1
voila - 2. guide didactique,maria julia rodriguez maestu,"pearson educacion, s.a.",voila - 2. guide didactique,659,1
,luis lopez de lerma,"pearson educacion, s.a.",,660,1
memories politiques,guillem-jordi graells andreu,,memories politiques,661,1
a camioneta da medio risa.solucionario,jose quintanal diaz,bruno,a camioneta da medio risa.solucionario,662,1
historia,josefina ferrando miralles,"casals, s.a.",historia,663,1
ortografia 1,josep maria cormand munoz,"casals, s.a.",ortografia 1,664,1
"abidjan, itinerario iniciatico",manuel serrat crespo,,"abidjan, itinerario iniciatico",665,1
un corazon de nadie: antologia poetica: 1913-1935,,circulo de lectores,un corazon de nadie: antologia poetica: 1913-1935,666,1
espiritu y palabra.,maximiliano calvo arino,narcea,espiritu y palabra.,667,1
crear condiciones para la mejora del trabjo en el aula,,narcea,crear condiciones para la mejora del trabjo en el aula,668,1
"florula vascular de la muntanya dels mollons (la pobla de claramunt, anoia)",josep nuet badia,rafael dalmau,"florula vascular de la muntanya dels mollons (la pobla de claramunt, anoia)",669,1
mar ligeramente sur,manuel villar raso,"destino, s.a.",mar ligeramente sur,670,1
el art nouveau,,"destino, s.a.",el art nouveau,671,1
les vacances den dido,,"destino, s.a.",les vacances den dido,672,1
ley general de la seguridad social,juan manuel barrenechea suso,"planeta de agostini profesional y formacion,",ley general de la seguridad social,673,1
las cuatro estaciones,,orbis,las cuatro estaciones,674,1
las andanzas de pinocha,carlos miguel suarez radillo,edebe (ediciones don bosco),las andanzas de pinocha,675,1
"ingles, 4 educacio primaria, cicle mitja",edebe (ediciones don bosco),edebe (ediciones don bosco),"ingles, 4 educacio primaria, cicle mitja",676,1
"matematicas, educacion primaria. cuaderno 2",edebe (ediciones don bosco),edebe (ediciones don bosco),"matematicas, educacion primaria. cuaderno 2",677,1
proyecto escuela. familia 2,maria aurora de santiago munoz,edebe (ediciones don bosco),proyecto escuela. familia 2,678,1
,montserrat canela garayoa,edebe (ediciones don bosco),,679,1
workbook,edebe (ediciones don bosco),edebe (ediciones don bosco),workbook,680,1
trabajo de vacaciones: actividaddes de repaso y recuperacion: 6,antonio roche navarro,"everest, s.a.",trabajo de vacaciones: actividaddes de repaso y recuperacion: 6,681,1
,gabriel janer manila,"la galera, s.a. editorial",,682,1
,ma angels bogunya carulla,"la galera, s.a. editorial",,683,1
,elisabet abeya lafontana,"la galera, s.a. editorial",,684,1
ciclo bis,david duran gisbert,"la galera, s.a. editorial",ciclo bis,685,1
jo vinc de....... propostes de treball,montserrat oller freixa,"la galera, s.a. editorial",jo vinc de....... propostes de treball,686,1
la poesia pura espanola,antonio blanch xiro,"gredos, s.a.",la poesia pura espanola,687,1
colonizacion y formacion de los pueblos prerromanos (1200-218 a.c.),angel montenegro duque,"gredos, s.a.",colonizacion y formacion de los pueblos prerromanos (1200-218 a.c.),688,1
,adolfo negro fernandez,,,689,1
el gran teatro de dios,,herder,el gran teatro de dios,690,1
historia de las tipologias arquitectonicas,,gustavo gili,historia de las tipologias arquitectonicas,691,1
euroaleman: manual de profesores 1,martin bodo fischer,"herder, s.a.",euroaleman: manual de profesores 1,692,1
los tres rounds de bibi,,"juventud, s.a.",los tres rounds de bibi,693,1
runas,,"juventud, s.a.",runas,694,1
los profetas,,"lumen, s.a.",los profetas,695,1
lino aprende a ser indio,jose ramon marino ferro,luis vives,lino aprende a ser indio,696,1
el barquero,jesus ballaz zabalza,luis vives,el barquero,697,1
"musica, 6 educacion primaria, 3 ciclo",fernando luis perez mas,"marfil, s.a.","musica, 6 educacion primaria, 3 ciclo",698,1
orgias en familia,,"martinez roca, s.a.",orgias en familia,699,1
manual practico de fisionomia,,"martinez roca, s.a.",manual practico de fisionomia,700,1
francois truffaut,carlos jose barbachano gracia,"mensajero, s.a.",francois truffaut,701,1
el llibre de les disfresses,,editorial molino,el llibre de les disfresses,702,1
el juego de leer. los disfraces,gloria garcia alvarez,"molino, s.l.",el juego de leer. los disfraces,703,1
,herbert heinrich,"moll, s.l.",,704,1
,josep maria palau camps,"moll, s.l.",,705,1
salsa de menta,miguel veyrat rigat,editora nacional,salsa de menta,706,1
paraula darbre,,"noguer y caralt editores, s.a.",paraula darbre,707,1
foc i fum,miguel lopez crespi,"oikos-tau, s.l.",foc i fum,708,1
guia del super negociante,,"omega, s.a.",guia del super negociante,709,1
una historia de la musica,,"omega, s.a.",una historia de la musica,710,1
belleza negra,,"omega, s.a.",belleza negra,711,1
el dr. jehyll y mr. hyde,,"omega, s.a.",el dr. jehyll y mr. hyde,712,1
cuento de navidad (adaptado para ninos),,"omega, s.a.",cuento de navidad (adaptado para ninos),713,1
cocina mediterranea,,"omega, s.a.",cocina mediterranea,714,1
"j.v. foix, investigador en poesia",santiago vallcorba plana,"omega, s.a.","j.v. foix, investigador en poesia",715,1
,jordi sierra fabra,"pomaire, s.a.",,716,1
buildind scable cisco networks . creacion de redes cisco escalables,,"reus, s.a.",buildind scable cisco networks . creacion de redes cisco escalables,717,1
,fernando alonso alonso,"grupo santillana de ediciones, s.a.",,718,1
test programado de mecanica,,"trafico vial, s.a.",test programado de mecanica,719,1
,,"enciclopedia catalana, s.a.",,720,1
ipurtargi beltza,jesus maria landa ijurko,susa,ipurtargi beltza,721,1
la verdad sobre jesucristo,jesus martinez cajal,,la verdad sobre jesucristo,722,1
el cuchipando,fernando almena y santiago,"susaeta ediciones, s.a.",el cuchipando,723,1
365 ipuin,,"susaeta ediciones, s.a.",365 ipuin,724,1
ley de sociedades anonimas,,"tecnos, s.a.",ley de sociedades anonimas,725,1
ley de marcas,,"tecnos, s.a.",ley de marcas,726,1
ley cambiaria y del cheque,,"tecnos, s.a.",ley cambiaria y del cheque,727,1
,enric larreula vidal,"toray, s.a.",,728,1
no shi invita particularment,andreu sotorra agramunt,,no shi invita particularment,729,1
el video en la ensenanza,,"planeta, s.a.",el video en la ensenanza,730,1
"masones, comuneros y carlonarios",iris zavala,"siglo xxi de espana editores, s.a.","masones, comuneros y carlonarios",731,1
informacao electronica e nt,ernest abadal falgueras,"siglo xxi de espana editores, s.a.",informacao electronica e nt,732,1
los minerales,,,los minerales,733,1
tecnicas de iluminacion,,grupo editorial ceac,tecnicas de iluminacion,734,1
,,"escuela espanola, s.a.",,735,1
,enrique cerdan tato,,,736,1
,enrique cerdan tato,,,737,1
,antonio dominguez ortiz,serv. publ. universidad granada,,738,1
diario de un milenio que huye,,"anagrama, s.a.",diario de un milenio que huye,739,1
los abonos,jose luis fuentes yague,inst. nacional de reforma y desarrollo agricola,los abonos,740,1
instalacion y mantenimiento de equipos informaticos,salvador martinez garcia,"parramon ediciones, s.a.",instalacion y mantenimiento de equipos informaticos,741,1
de lart modern,,poligrafa,de lart modern,742,1
,enric larreula vidal,"ariel, s.a.",,743,1
,manuel maria fernandez teijeiro,sm,,744,1
"canalla, traidor, moriras",jose antonio del canizo perate,sm,"canalla, traidor, moriras",745,1
,jesus lopez garcia,sm,,746,1
matematicas aplicadas a las ciencias sociales ii: 2o bachillerato. recursos didacticos,juan jose romo urroz,sm,matematicas aplicadas a las ciencias sociales ii: 2o bachillerato. recursos didacticos,747,1
,carlos de arce robledo,,,748,1
desarrollo de habilidades en ninos pequenos,jose ma roman sanchez,"piramide, s.a.",desarrollo de habilidades en ninos pequenos,749,1
narcis vinyoles i la seva obra,antoni ferrando frances,universitat de valencia,narcis vinyoles i la seva obra,750,1
la educacion ambiental en la sociedad global,ma del pilar aznar minguet,universitat de valencia,la educacion ambiental en la sociedad global,751,1
texto y contexto,rene de costa,"catedra, s.a.",texto y contexto,752,1
,emilio sanz de soto-lyons,"catedra, s.a.",,753,1
historia de la literatura ii,joaquin benito de lucas,uned,historia de la literatura ii,754,1
,jose maria figueres artigues,,,755,1
,,,,756,1
tecnicas de base vol. 1,manuel mijan,real musical,tecnicas de base vol. 1,757,1
lecciones de entonacion v.1,felix sierra iturriaga,real musical,lecciones de entonacion v.1,758,1
el hombre acecha. cancionero y romancero,jorge urrutia gomez,planeta ( cupsa),el hombre acecha. cancionero y romancero,759,1
,fernando alonso alonso,"gaviota, s.l.",,760,1
curso de fontaneria. prueba de evaluacion 18,pedro sanz de miguel,"centro de estudios ceac, s.l. (grupo ceac)",curso de fontaneria. prueba de evaluacion 18,761,1
curso de fontaneria. prueba de evaluacion 9,pedro sanz de miguel,"centro de estudios ceac, s.l. (grupo ceac)",curso de fontaneria. prueba de evaluacion 9,762,1
curso de fontaneria. prueba de evaluacion 17,pedro sanz de miguel,"centro de estudios ceac, s.l. (grupo ceac)",curso de fontaneria. prueba de evaluacion 17,763,1
curso de fontaneria. prueba de evaluacion 23,pedro sanz de miguel,"centro de estudios ceac, s.l. (grupo ceac)",curso de fontaneria. prueba de evaluacion 23,764,1
curso de fontaneria. tomo 3,pedro sanz de miguel,"centro de estudios ceac, s.l. (grupo ceac)",curso de fontaneria. tomo 3,765,1
curso de fontaneria. tomo 4,pedro sanz de miguel,"centro de estudios ceac, s.l. (grupo ceac)",curso de fontaneria. tomo 4,766,1
prova davaluacio,"centro de estudios ceac, s.l. (grupo ceac)","centro de estudios ceac, s.l. (grupo ceac)",prova davaluacio,767,1
curso de contabilidad analitica y presupuestaria,"centro de estudios ceac, s.l. (grupo ceac)","centro de estudios ceac, s.l. (grupo ceac)",curso de contabilidad analitica y presupuestaria,768,1
sogno di una notte destate,stefania maria ciminelli,"planeta de agostini, s.a.",sogno di una notte destate,769,1
coleccionable spiderman no 23,,"planeta de agostini, s.a.",coleccionable spiderman no 23,770,1
-,jose maria figueres artigues,la clav del llibre,-,771,1
joxemi,pablo sastre forest,susa,joxemi,772,1
las deudas de la masa,emilio beltran sanchez,publicaciones del real colegio de espana,las deudas de la masa,773,1
,frederic vinas de la cruz,,,774,1
,emilio baron palma,,,775,1
costa de la muerte,jose fernandez ferreiro,grf. venus,costa de la muerte,776,1
el ultimo combate del halcon.,,"b, s.a.",el ultimo combate del halcon.,777,1
la extrana ley del juez march,antonio vera ramirez,"b, s.a.",la extrana ley del juez march,778,1
barcelona 92,antonio vera ramirez,"b, s.a.",barcelona 92,779,1
punto de partida,,"b, s.a.",punto de partida,780,1
el capitan trueno y el caballo de hierro,,ediciones b,el capitan trueno y el caballo de hierro,781,1
los misterios templarios,juan garcia atienza,"edaf, s.a.",los misterios templarios,782,1
programacion avanzada en windows 200 con visual basic c,francisco charte ojeda,"anaya multimedia, s.a.",programacion avanzada en windows 200 con visual basic c,783,1
introduccion a la informatica,ma carmen vidal fernandez,"anaya multimedia, s.a.",introduccion a la informatica,784,1
mattioli,,,mattioli,785,1
isla tiburones,,debate,isla tiburones,786,1
el ultimo oasis,,,el ultimo oasis,787,1
roberto blanco torres,juan luis blanco valdes,xunta de galicia,roberto blanco torres,788,1
,,"masson, s.a.",,789,1
,francisco luis cardona castro,"editors, s.a.",,790,1
,jose cuello subirana,"editors, s.a.",,791,1
riada,jesus moncada estruga,"akal, s.a.",riada,792,1
"el espejo, el mosaico y el crisol",,"narino, s.l","el espejo, el mosaico y el crisol",793,1
medicina china,,astri,medicina china,794,1
las arenas de amon,,"rba coleccionables, s.a.",las arenas de amon,795,1
"cosmologia, teologia y religion en...g. bruno",miguel angel granada martinez,serv. publ. universitat de barcelona,"cosmologia, teologia y religion en...g. bruno",796,1
el canto de la alondra,,ppu,el canto de la alondra,797,1
,,baula,,798,1
"ai antonia, on thas ficat",nuria pradas andreu,baula,"ai antonia, on thas ficat",799,1
caras pintadas,,timun mas (grupo editorial ceac),caras pintadas,800,1
"geografia, 3o eso, ciencias sociales",maria teresa fernandez madrio,"mcgraw-hill/interamericana de espana, s.a.","geografia, 3o eso, ciencias sociales",801,1
"richard fleisher, entre el cielo y el infierno",carlos losilla alcalde,festival de cine de gijon,"richard fleisher, entre el cielo y el infierno",802,1
malasia y singapur,,acento editorial,malasia y singapur,803,1
sistemas de telefonia,guillermo garcia gallego,"altaya, s.a.",sistemas de telefonia,804,1
,jose cuello subirana,"altaya, s.a.",,805,1
amb tot el cor,,"beascoa, s.a.",amb tot el cor,806,1
un elefant amb cor docell,ma asuncion landa etxebeste,"barcanova, s.a.",un elefant amb cor docell,807,1
,jose luis fuentes yague,"ministerio de agricultura, pesca y alimentacion",,808,1
the cellar,,"dastin, s.l.",the cellar,809,1
,francisco caudet yarza,,,810,1
"estimul, llengua catalana, eso",josep rosell lamora,barcanova,"estimul, llengua catalana, eso",811,1
mes enlla de la historia,ramon besora corominas,,mes enlla de la historia,812,1
,fanny rubio gamez,,,813,1
,jesus huguet pascual,,,814,1
,jose maria salguero juan y seva,,,815,1
carboni 14,andreu sotorra agramunt,,carboni 14,816,1
una extrana pareja,,,una extrana pareja,817,1
linforme,jose llopis domingo,,linforme,818,1
tecnologias y formacion permanente,ma del pilar aznar minguet,universidad de la laguna,tecnologias y formacion permanente,819,1
,,"arco libros, s.l.",,820,1
"berriaren tradizioa: guggenheim bildumako. maisu-lanak, 1945-1990",,consorcio del proyecto guggenheim,"berriaren tradizioa: guggenheim bildumako. maisu-lanak, 1945-1990",821,1
alcaudete en su historia,"rodriguez-picavea matilla, enrique sebastian",ayuntamiento de alcaudete,alcaudete en su historia,822,1
,jeronimo lopez mozo,,,823,1
microprocesadores: el 6502,fernando remiro dominguez,akal,microprocesadores: el 6502,824,1
la sol i en pol,,editorial cruilla,la sol i en pol,825,1
,,,,826,1
venecia: plano-guia,"viaplana pelaez, judith","b, s.a.",venecia: plano-guia,827,1
elementos para una geografia critica de la guerra y la paz: la construccion social del conflicto territorial argentino-britanico,heriberto cairo carou,universidad complutense de madrid,elementos para una geografia critica de la guerra y la paz: la construccion social del conflicto territorial argentino-britanico,828,1
golconda,gabriel bermudez castillo,acervo s.l,golconda,829,1
la escatologia del siglo ii,aurelio fernandez fernandez,"ediciones aldecoa, s.a",la escatologia del siglo ii,830,1
miniliztegia euskera-castellano,,lur,miniliztegia euskera-castellano,831,1
tiempo de elegias,luis ramoneda molins,"argos vergara, s.a.",tiempo de elegias,832,1
el viaje de las letras y los problemas de lectura,anibal puente ferreras,"biblioteca nueva, s.l.",el viaje de las letras y los problemas de lectura,833,1
antologia de poesia espanola del siglo xx,jose paulino ayuso,"castalia, s.a.",antologia de poesia espanola del siglo xx,834,1
"don bosco, una biografia nueva",,ccs (central catequistica salesiana),"don bosco, una biografia nueva",835,1
llibre profesor historia 1 cicle (eso) valencia,ramon sebastian vicent,"credsa, s.a.",llibre profesor historia 1 cicle (eso) valencia,836,1
la saguntina o primer parte de la historia de sagunto,lorenzo de zamora,ceca,la saguntina o primer parte de la historia de sagunto,837,1
urkiola,imanol elias odriozola,cultural vizcaina,urkiola,838,1
historia 1o ciclo-saiti 2 (and),fernando manuel latorre nuevalos,"ecir, s.a.",historia 1o ciclo-saiti 2 (and),839,1
,,,,840,1
mini hiztegia euskara-ingelesa,aintzane atela gurruchaga,lur,mini hiztegia euskara-ingelesa,841,1
lur entziklopedia tematika. (matematika),,,lur entziklopedia tematika. (matematika),842,1
,enrique linde paniagua,,,843,1
la responsabilidad civil. temas actuales.2001,jaime santos briz,"montecorvo, s.a.",la responsabilidad civil. temas actuales.2001,844,1
arboles en espana. manuel de identificacion,jose manuel sanchez de lorenzo caceres,"mundi-prensa libros, s.a.",arboles en espana. manuel de identificacion,845,1
antropologia industrial,claudio esteva fabregat,,antropologia industrial,846,1
embata,xipri arbelbide mendiburu,,embata,847,1
viure al ras,rafael gomar lloret,"editex, s.a.",viure al ras,848,1
estudios en homenaje a carlos otero diaz,jose ramon garcia menendez,ed. usc,estudios en homenaje a carlos otero diaz,849,1
images 3 (cuaderno),francois stanislas makowski,sgel,images 3 (cuaderno),850,1
diccionario ideologico de la lengua espanola,manuel alvar ezquerra,"biblograf, s.a.",diccionario ideologico de la lengua espanola,851,1
o merlo pirtata,,galaxia,o merlo pirtata,852,1
,enric larreula vidal,"argos vergara, s.a.",,853,1
la arquitectura y la cocina popular aragonesa,jose luis acin fanlo,"lunwerg editores, s.a.",la arquitectura y la cocina popular aragonesa,854,1
negacion y defensa del liberalismo 1900-1950,,union editorial,negacion y defensa del liberalismo 1900-1950,855,1
,teresa sabate rodie,"miguel a. salvatella, s.a.",,856,1
,teresa sabate rodie,"miguel a. salvatella, s.a.",,857,1
"little clever mouse, no 7",josefina carrera i sabate,"miguel a. salvatella, s.a.","little clever mouse, no 7",858,1
,francisco candel tortajada,,,859,1
,carlos ruiz miguel,,,860,1
,antonio vera ramirez,,,861,1
,antonio vera ramirez,,,862,1
,maria del carmen morales baeza,,,863,1
gran enciclopedia gallega. t.iii,salvador garcia bodano zunzunegui,silverio canada,gran enciclopedia gallega. t.iii,864,1
el teatro neoclasico hispanoamericano,carlos miguel suarez radillo,instituto de coop. iberoamericana,el teatro neoclasico hispanoamericano,865,1
comunicacion (lengua espanola i),angeles cardona castro,,comunicacion (lengua espanola i),866,1
,jose lopez martinez,,,867,1
,jose maria de domingo-arnau y rovira,,,868,1
,jose luis fuentes yague,"magrana, s.a.",,869,1
aventures despiru i fantastic,,junior,aventures despiru i fantastic,870,1
,miguel angel ortega campos,,,871,1
,ian keith gibson ritchie,"critica, s.l.",,872,1
single single,,rba coleccionables,single single,873,1
para una antropologia poetica: el totemismo en la poesia de ted hughes,"carames lage, jose luis",ediciones almar,para una antropologia poetica: el totemismo en la poesia de ted hughes,874,1
ensename tus caminos 6. tiempo ordinario,jose aldazabal larranaga,centro de pastoral liturgica,ensename tus caminos 6. tiempo ordinario,875,1
la viticultura americana y sus raices,luis hidalgo fernandez-cano,m.a.p.a,la viticultura americana y sus raices,876,1
,jose ramon saiz viadero,"complutense, s.a. editorial",,877,1
a prensa galega en cuba,jose santiago neira vilas,edicios do castro,a prensa galega en cuba,878,1
o fidalgo,maria pilar garcia negro,do castro,o fidalgo,879,1
xulian magarinos negreira,blanca ana roig rechou,do castro,xulian magarinos negreira,880,1
identidades regionales,enrique bustamante ramirez,universidad de malaga,identidades regionales,881,1
,miguel-anxo murado lopez,"xerais de galicia, s.a.",,882,1
moncho e driar,maria garcia yanez,"xerais de galicia, s.a.",moncho e driar,883,1
zardigot,eulogio rodriguez ruibal,galaxia,zardigot,884,1
el diario secreto del principe tutankhamon,,,el diario secreto del principe tutankhamon,885,1
,rafael santos torroella,,,886,1
,,,,887,1
,,,,888,1
zumbel 4o egb,carmen pleyan cerda,"barcanova, s.a.",zumbel 4o egb,889,1
,sebastia bech camps,"barcanova, s.a.",,890,1
,sebastia bech camps,"barcanova, s.a.",,891,1
,manuel pons mir,"barcanova, s.a.",,892,1
una tarda per mar...,sebastia bech camps,barcanova,una tarda per mar...,893,1
,jose manuel blecua teijeiro,,,894,1
ortografia 2,josep maria cormand munoz,"onda, s.a.",ortografia 2,895,1
antologia poetica (vicent andres estelles),sebastia bech camps,barcanova,antologia poetica (vicent andres estelles),896,1
,,"oceano, s.a.",,897,1
,francisco caudet yarza,"editorial oceano, s.l.",,898,1
,antonio garcia benitez,"gever, s.a.",,899,1
,,,,900,1
hezkunta - hizkunta,adolfo bornaetxea rodriguez,servicio editorial universidad del pais vasco,hezkunta - hizkunta,901,1
ejercicios basicos de sistemas digitales,javier garcia zubia,servicio editorial universidad del pais vasco,ejercicios basicos de sistemas digitales,902,1
colonizacion y subversion en la andalucia de los s. xviii-xi,antonio garcia benitez,,colonizacion y subversion en la andalucia de los s. xviii-xi,903,1
eleeciones de junio 1986 en andalucia,enrique soria medina,"editoriales andaluzas unidas, s.a.",eleeciones de junio 1986 en andalucia,904,1
ensayos sobre poetas andaluces del siglo xx,leopoldo de luis,editoriales andaluzas unidas,ensayos sobre poetas andaluces del siglo xx,905,1
el palau de les granotes,anna casassas figueras,empuries,el palau de les granotes,906,1
ceramics museum guide,,,ceramics museum guide,907,1
dones de sant marti,ma isabel segura soriano,ajuntament de barcelona,dones de sant marti,908,1
,francisco torres oliver,,,909,1
,ma teresa anguera argilaga,,,910,1
,francisco caudet yarza,,,911,1
la lluna fugissera,,"bromera, s.l.",la lluna fugissera,912,1
sabiduria y compasion,,fundacio la caixa,sabiduria y compasion,913,1
tierra de silencio : doce relatos de castilla leon,gonzalo santonja gomez,muchnik,tierra de silencio : doce relatos de castilla leon,914,1
defectos en la construccion y accion de responsabilidad decenal,"vilalta, aure esther mendez, rosa ma","editorial bosch, s.a.",defectos en la construccion y accion de responsabilidad decenal,915,1
aprendizaje deportivo.,jose hernandez moreno,serv. publ. universidad murcia,aprendizaje deportivo.,916,1
,francisco caudet yarza,,,917,1
,francisco caudet yarza,,,918,1
derecho de obligaciones,carlos rogel vide,"libreria bosch, s.l.",derecho de obligaciones,919,1
cthulhu una celebracion de los mitos,,"enokia, s.l.",cthulhu una celebracion de los mitos,920,1
,,,,921,1
piscis enfrentadas,,timun mas (grupo editorial ceac),piscis enfrentadas,922,1
